ID,X,Y,Z
4261,1090783.605,627833.9152,561.9099731
4270,1090720.064,628284.5977,573.210022
4271,1090721.351,628274.6784,573.1300049
4272,1090725.858,628239.961,573.1300049
4273,1090726.501,628235.0014,572.9699707
4274,1090727.789,628225.0821,572.9799805
4275,1090729.72,628210.2032,572.7800293
4276,1090735.514,628165.5666,572.3200073
4277,1090745.17,628091.1721,572.3300171
4278,1090754.827,628016.7777,574.7299805
4279,1090758.689,627987.0199,576.0900269
4280,1090770.921,627892.7869,563.5
4281,1090772.852,627877.908,562.9899902
4282,1090774.139,627867.9888,562.710022
4283,1090778.002,627838.231,561.7700195
4284,1090784.44,627788.6347,561.6500244
4285,1090789.59,627748.9577,565.9000244
4286,1090800.534,627664.6441,574.1900024
4287,1090801.177,627659.6844,574.5599976
4288,1090805.684,627624.9671,576.1699829
4289,1090806.327,627620.0074,576.3499756
4299,1090715.104,628283.954,573.0200195
4300,1090721.542,628234.3576,572.710022
4301,1090733.773,628140.1247,571.8699951
4302,1090738.923,628100.4476,572.1900024
4303,1090740.854,628085.5687,572.289978
4304,1090744.073,628060.7706,572.9699707
4305,1090753.086,627991.3358,576.5499878
4306,1090753.73,627986.3761,576.539978
4307,1090766.605,627887.1835,562.4699707
4308,1090771.755,627847.5065,561.4400024
4309,1090775.617,627817.7488,561.2999878
4310,1090786.561,627733.4351,567.2399902
4311,1090795.574,627664.0003,574.1799927
4312,1090796.218,627659.0407,574.5499878
4326,1090710.144,628283.3102,572.8300171
4327,1090710.788,628278.3506,572.75
4328,1090729.457,628134.5213,571.7000122
4329,1090730.101,628129.5616,571.7299805
4330,1090732.032,628114.6827,571.7800293
4331,1090756.495,627926.2168,565.8300171
4332,1090764.864,627861.7416,561.7700195
4333,1090770.658,627817.105,560.9400024
4334,1090773.877,627792.3069,561.460022
4335,1090775.164,627782.3876,561.9500122
4336,1090779.027,627752.6298,564.8200073
4337,1090783.533,627717.9124,568.8200073
4338,1090789.327,627673.2758,573.2600098
4339,1090794.477,627633.5988,576.3499756
4351,1090703.897,628292.5857,572.6300049
4352,1090709.691,628247.949,572.6099854
4353,1090732.866,628069.4023,572.4400024
4354,1090739.948,628014.8464,575.4099731
4355,1090746.385,627965.2501,575.2199707
4356,1090752.823,627915.6538,564.3599854
4357,1090757.973,627875.9768,561.9199829
4358,1090775.998,627737.1072,566.8400269
4359,1090781.148,627697.4302,571.2999878
4360,1090792.736,627608.1569,576.0900269
4369,1090713.1,628182.8301,572.0599976
4370,1090713.744,628177.8704,571.8900147
4371,1090718.25,628143.153,571.4199829
4372,1090723.401,628103.476,571.5300293
4373,1090738.207,627989.4045,577.0300293
4374,1090738.851,627984.4448,576.9099731
4375,1090751.726,627885.2523,561.7700195
4376,1090765.245,627781.1001,561.7399902
4377,1090768.464,627756.3019,564.3800049
4378,1090769.107,627751.3423,564.9099731
4379,1090772.326,627726.5442,567.5999756
4380,1090775.545,627701.746,570.5300293
4381,1090776.832,627691.8268,571.460022
4382,1090780.051,627667.0287,573.2299805
4383,1090781.983,627652.1498,575.0800171
4384,1090785.201,627627.3516,576.1300049
4399,1090695.909,628276.4193,572
4400,1090698.484,628256.5808,572.2700195
4401,1090704.278,628211.9441,571.9699707
4402,1090727.453,628033.3974,573.5800171
4403,1090730.672,628008.5992,576.2299805
4404,1090731.96,627998.68,577.2600098
4405,1090733.247,627988.7607,577.1199951
4406,1090735.179,627973.8818,576.2000122
4407,1090743.547,627909.4067,563.2000122
4408,1090766.723,627730.86,566.8400269
4409,1090768.01,627720.9408,568.1300049
4410,1090769.942,627706.0619,569.7199707
4411,1090770.585,627701.1023,570.3099976
4412,1090779.598,627631.6675,576.0599976
4423,1090690.306,628280.7352,571.8599854
4424,1090696.1,628236.0985,571.8200073
4425,1090700.606,628201.3811,571.6500244
4426,1090707.044,628151.7848,570.9400024
4427,1090708.331,628141.8655,571.0300293
4428,1090717.344,628072.4307,571.8441162
4429,1090730.863,627968.2784,575.3800049
4430,1090745.669,627854.207,560.7700195
4431,1090749.532,627824.4492,560.6400147
4432,1090758.544,627755.0144,563.9899902
4433,1090761.119,627735.1759,566.0599976
4443,1090684.059,628290.0107,571.7199707
4444,1090688.565,628255.2933,571.8099976
4445,1090695.003,628205.6969,571.4400024
4446,1090707.878,628106.5043,571.1400147
4447,1090722.041,627997.3925,577
4448,1090727.834,627952.7558,571.3111572
4449,1090732.341,627918.0384,564.2999878
4450,1090738.135,627873.4017,561.1500244
4451,1090744.572,627823.8055,560.4699707
4452,1090767.104,627650.2185,573.5900269
4453,1090767.747,627645.2589,574.4799805
4467,1090681.674,628269.5284,571.3099976
4468,1090684.249,628249.6899,571.5200195
4469,1090700.343,628125.6991,570.7700195
4470,1090704.206,628095.9413,571.0700073
4471,1090708.712,628061.2239,572.0200195
4472,1090712.575,628031.4661,573.6099854
4473,1090714.506,628016.5872,575.3400269
4474,1090726.737,627922.3543,564.5599976
4475,1090727.381,627917.3946,563.9935303
4476,1090737.681,627838.0406,560.25
4477,1090741.544,627808.2828,560.1199951
4478,1090755.063,627704.1306,568.75
4479,1090761.5,627654.5344,572.8499756
4480,1090764.719,627629.7362,575.3200073
4490,1090699.246,628095.2975,570.9199829
4491,1090710.834,628006.0242,576.6099854
4492,1090712.765,627991.1453,576.7299805
4493,1090726.928,627882.0335,560.6199951
4494,1090734.009,627827.4776,560.0100098
4495,1090750.747,627698.5272,568.9099731
4509,1090676.905,628228.5638,570.8599854
4510,1090680.768,628198.806,570.8400269
4511,1090687.205,628149.2097,570.2199707
4512,1090688.493,628139.2905,570.4299927
4513,1090689.78,628129.3712,570.3599854
4514,1090697.505,628069.8556,571.289978
4515,1090701.368,628040.0979,572.7600098
4516,1090707.162,627995.4612,576.4799805
4517,1090711.668,627960.7438,571.3599854
4518,1090725.831,627851.6319,559.8499756
4519,1090730.337,627816.9145,560.0800171
4520,1090731.624,627806.9953,560.210022
4521,1090743.212,627717.722,566.6300049
4522,1090744.5,627707.8027,567.460022
4523,1090746.431,627692.9239,568.9099731
4524,1090755.444,627623.4891,574.3099976
4537,1090684.177,628133.6871,570.1500244
4538,1090695.121,628049.3734,572.039978
4539,1090696.408,628039.4541,572.6500244
4540,1090711.215,627925.3826,566.1300049
4541,1090713.79,627905.5441,561.6799927
4542,1090720.227,627855.9478,559.789978
4543,1090727.952,627796.4323,560.0700073
4544,1090729.24,627786.513,560.5200195
4545,1090744.046,627672.4416,571.0700073
4546,1090751.772,627612.9261,573.5300293
4563,1090667.63,628222.3167,570.5599976
4564,1090670.848,628197.5185,570.2999878
4565,1090672.136,628187.5993,570.0800171
4566,1090679.217,628133.0433,569.9500122
4567,1090685.655,628083.447,570.5599976
4568,1090690.805,628043.77,572.2000122
4569,1090694.024,628018.9718,574.9199829
4570,1090694.667,628014.0122,575.6900024
4571,1090716.555,627845.3848,559.5599976
4572,1090718.486,627830.5059,559.6199951
4573,1090721.061,627810.6674,559.7000122
4574,1090721.705,627805.7078,559.7199707
4575,1090724.924,627780.9096,560.5300293
4576,1090726.855,627766.0308,561.3599854
4577,1090739.087,627671.7978,570.7199707
4578,1090741.662,627651.9593,571.5700073
4584,1090655.589,628276.2289,570.3400269
4585,1090667.82,628181.9959,569.9500122
4586,1090676.189,628117.5207,569.9000244
4587,1090677.476,628107.6014,570.0831909
4588,1090683.27,628062.9647,571.1300049
4589,1090683.914,628058.0051,571.3400269
4590,1090685.845,628043.1262,572.0999756
4591,1090687.133,628033.2069,572.8200073
4592,1090687.776,628028.2473,573.3200073
4593,1090689.064,628018.3281,575.0999756
4594,1090698.077,627948.8932,569.5700073
4595,1090709.664,627859.6199,559.6599731
4596,1090710.308,627854.6603,559.6300049
4597,1090713.527,627829.8622,559.5499878
4598,1090715.458,627814.9833,559.2000122
4599,1090730.908,627695.9522,567.5100098
4600,1090734.771,627666.1944,570.5599976
4601,1090738.633,627636.4367,572.0900269
4616,1090658.354,628216.0695,570.1099854
4617,1090664.148,628171.4328,569.5900269
4618,1090669.298,628131.7558,569.5
4619,1090675.092,628087.1191,570.2399902
4620,1090684.104,628017.6843,575.1500244
4621,1090693.761,627943.2899,568.6199951
4622,1090708.567,627829.2184,559.4199829
4623,1090711.786,627804.4203,559.1500244
4624,1090720.155,627739.9451,563.2000122
4625,1090721.442,627730.0258,564.1300049
4626,1090725.305,627700.2681,566.5800171
4627,1090730.455,627660.5911,570.25
4628,1090733.03,627640.7526,571.5100098
4639,1090644.382,628284.8606,569.8800049
4640,1090653.394,628215.4258,569.8900147
4641,1090657.257,628185.668,569.2999878
4642,1090659.188,628170.7891,569.3599854
4643,1090663.051,628141.0313,569.289978
4644,1090669.488,628091.435,569.9899902
4645,1090670.132,628086.4754,570
4646,1090673.351,628061.6772,571.0999756
4647,1090675.282,628046.7983,571.8699951
4648,1090681.72,627997.202,575.1599731
4649,1090691.376,627922.8076,563.3200073
4650,1090698.457,627868.2517,559.3800049
4651,1090713.264,627754.1802,561.6799927
4652,1090718.414,627714.5032,565.4899902
4653,1090724.208,627669.8666,569.6599731
4654,1090725.495,627659.9473,569.9400024
4655,1090728.07,627640.1088,570.9400024
4656,1090730.645,627620.2703,571.4400024
4669,1090648.435,628214.782,569.7000122
4670,1090649.078,628209.8224,569.6500244
4671,1090652.297,628185.0242,569.039978
4672,1090657.447,628145.3472,568.7999878
4673,1090658.735,628135.4279,569.0499878
4674,1090659.379,628130.4683,569.0300293
4675,1090666.46,628075.9123,570.2600098
4676,1090669.035,628056.0738,571.2299805
4677,1090674.829,628011.4372,576.0200195
4678,1090687.704,627912.2446,560.4299927
4679,1090694.142,627862.6483,559.1900024
4680,1090710.236,627738.6576,562.4000244
4681,1090720.536,627659.3035,569.7700195
4692,1090635.75,628273.6538,569.7399902
4693,1090637.681,628258.7749,569.3099976
4694,1090648.625,628174.4612,568.9799805
4695,1090653.775,628134.7842,568.7800293
4696,1090658.282,628100.0667,569.4400024
4697,1090669.225,628015.753,575.710022
4698,1090671.157,628000.8741,575.1599731
4699,1090673.732,627981.0356,572.8300171
4700,1090676.951,627956.2375,568.3699951
4701,1090680.169,627931.4393,563.6599731
4702,1090686.607,627881.843,559
4703,1090691.757,627842.166,558.8699951
4704,1090695.62,627812.4082,558.6400147
4705,1090698.838,627787.6101,559.0900269
4706,1090704.632,627742.9734,561.8800049
4707,1090709.782,627703.2964,565.2999878
4708,1090713.001,627678.4983,568.1300049
4709,1090717.507,627643.7809,569.6900024
4710,1090718.151,627638.8213,570.1599731
4718,1090638.515,628213.4945,569.2199707
4719,1090641.734,628188.6963,568.6799927
4720,1090648.816,628134.1404,568.5100098
4721,1090656.541,628074.6248,569.9799805
4722,1090659.116,628054.7863,571.0100098
4723,1090661.691,628034.9478,572.4899902
4724,1090673.922,627940.7148,565.5100098
4725,1090677.785,627910.957,560.1300049
4726,1090682.935,627871.28,558.9299927
4727,1090696.454,627767.1278,560.0499878
4728,1090697.741,627757.2086,560.8599854
4729,1090701.604,627727.4508,563.039978
4730,1090704.179,627707.6123,564.4699707
4731,1090710.617,627658.016,569.2000122
4732,1090711.26,627653.0564,569.3699951
4733,1090711.904,627648.0968,569.4899902
4744,1090623.899,628287.2452,568.9500122
4745,1090625.831,628272.3663,569.0100098
4746,1090634.2,628207.8911,568.9099731
4747,1090639.993,628163.2544,568.3400269
4748,1090641.281,628153.3352,568.2700195
4749,1090643.212,628138.4563,568.2800293
4750,1090649.65,628088.86,569.2600098
4751,1090650.294,628083.9003,569.289978
4752,1090665.1,627969.8288,570.6199951
4753,1090666.388,627959.9096,568.2700195
4754,1090667.675,627949.9903,566.7999878
4755,1090670.894,627925.1922,561.2399902
4756,1090674.756,627895.4344,558.8800049
4757,1090676.688,627880.5555,558.6699829
4758,1090700.507,627697.0493,565.25
4759,1090707.588,627642.4934,569.1893921
4760,1090710.163,627622.6549,569.4849854
4772,1090618.296,628291.5611,568.6500244
4773,1090620.871,628271.7226,568.7399902
4774,1090626.021,628232.0455,568.6199951
4775,1090627.952,628217.1666,568.6300049
4776,1090629.24,628207.2473,568.4799805
4777,1090634.39,628167.5703,568.1149902
4778,1090640.184,628122.9336,568.0800171
4779,1090648.553,628058.4584,570.539978
4780,1090649.84,628048.5392,571.0900269
4781,1090650.484,628043.5795,571.4500122
4782,1090651.772,628033.6603,572.3499756
4783,1090652.415,628028.7006,572.9099731
4784,1090659.497,627974.1447,571.0499878
4785,1090662.072,627954.3062,566.3699951
4786,1090663.359,627944.3869,565.1599731
4787,1090668.509,627904.7099,559.0800171
4788,1090669.797,627894.7906,558.6500244
4789,1090673.016,627869.9925,558.4400024
4790,1090682.672,627795.5981,558.5599976
4800,1090615.911,628271.0788,568.460022
4801,1090625.568,628196.6843,568.0800171
4802,1090628.143,628176.8458,567.9500122
4803,1090644.881,628047.8954,570.960022
4804,1090659.687,627933.8239,562.2700195
4805,1090660.331,627928.8643,561.1900024
4806,1090660.975,627923.9047,560.4899902
4807,1090663.55,627904.0661,558.8400269
4808,1090678.356,627789.9947,558.4400024
4809,1090681.575,627765.1965,559.5200195
4810,1090690.588,627695.7618,564.25
4811,1090696.381,627651.1251,567.960022
4812,1090698.313,627636.2462,568.4899902
4824,1090614.814,628240.6772,568.2000122
4825,1090615.458,628235.7176,568.1099854
4826,1090621.252,628191.0809,567.6799927
4827,1090631.552,628111.7268,568.1099854
4828,1090634.127,628091.8883,568.9000244
4829,1090635.415,628081.969,569.3499756
4830,1090648.29,627982.7764,571.6599731
4831,1090658.59,627903.4224,558.7000122
4832,1090659.234,627898.4627,558.4799805
4833,1090666.315,627843.9068,558.1300049
4834,1090669.534,627819.1087,558.1300049
4835,1090672.109,627799.2702,558.3499756
4836,1090673.396,627789.3509,558.4500122
4837,1090676.615,627764.5528,559.3300171
